early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,ONL,ORION PROPERTIES INC,RUSSELL2000,Real Estate,81.96,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,74.61,49.17,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
85,HLMN,HILLMAN SOLUTIONS CORP,NASDAQ+RUSSELL2000,Industrials,67.32,82.0,early_transition,61.8,bullish_above_signal_proxy,67.06,47.66,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
86,FLO,FLOWERS FOODS INC,RUSSELL2000,Consumer Staples,67.31,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,59.3,47.11,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
87,XPER,XPERI INC,RUSSELL2000,Information Technology,67.3,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.66,45.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
88,SPT,SPROUT SOCIAL INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,67.19,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,55.31,45.31,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
89,FBYD,FALCON S BEYOND GLOBAL INC CLASS A,NASDAQ+RUSSELL2000,Industrials,67.15,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.63,49.38,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,ECBK,ECB BANCORP INC,NASDAQ+RUSSELL2000,Financials,67.14,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.6,49.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
91,FDBC,FIDELITY D AND D BANCORP INC,NASDAQ+RUSSELL2000,Financials,67.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,75.58,49.37,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
92,BELFB,BEL FUSE INC CLASS B,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,67.11,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,71.77,48.6,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
93,TLSI,TRISALUS LF SC CM A,NASDAQ+RUSSELL2000,Health Care,67.08,82.0,early_transition,59.55,bullish_above_signal_proxy,100.0,55.25,10.69,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
94,HTFL,HEARTFLOW INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,67.05,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.89,50.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
95,MMSI,MERIT MEDICAL SYSTEMS INC,NASDAQ+RUSSELL2000,Health Care,67.05,82.0,early_transition,61.8,bullish_above_signal_proxy,65.8,48.41,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
96,INSP,INSPIRE MEDICAL SYSTEMS INC,RUSSELL2000,Health Care,67.05,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.53,46.96,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
97,EVTC,EVERTEC INC,RUSSELL2000,Financials,67.03,82.0,early_transition,61.8,bullish_above_signal_proxy,66.2,47.49,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,CRNX,CRINETICS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,66.96,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.25,46.9,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
99,MATW,MATTHEWS INTERNATIONAL CORP CLASS,NASDAQ+RUSSELL2000,Consumer Discretionary,66.88,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.45,45.94,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
100,NUAI,NEW ERA ENERGY AND DIGITAL INC,NASDAQ+RUSSELL2000,Energy,66.85,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.74,49.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,CV,CAPSOVISION INC,NASDAQ+RUSSELL2000,Health Care,66.84,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.26,50.1,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,SBC,SBC MEDICAL GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,66.83,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.85,46.82,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
103,OSW,ONESPAWORLD HOLDINGS LTD,NASDAQ+RUSSELL2000,Consumer Discretionary,66.82,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.63,49.18,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,GLRE,GREENLIGHT CAPITAL LTD CLASS A,NASDAQ+RUSSELL2000,Financials,66.79,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,58.2,45.89,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
105,AAP,ADVANCE AUTO PARTS INC,RUSSELL2000,Consumer Discretionary,66.76,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,54.0,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
106,COHU,COHU INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,66.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.37,49.12,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,RUSSELL2000,Industrials,66.73,82.0,early_transition,61.8,bullish_above_signal_proxy,65.28,47.31,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,DV,DOUBLEVERIFY HOLDINGS INC,RUSSELL2000,Communication,66.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.29,49.11,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
109,FTRE,FORTREA HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,66.69,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.81,50.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,WLY,JOHN WILEY AND SONS INC CLASS A,RUSSELL2000,Communication,66.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.19,49.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,FWRG,FIRST WATCH RESTAURANT GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,66.66,82.0,early_transition,61.8,bullish_above_signal_proxy,65.08,47.27,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
112,WEAV,WEAVE COMMUNICATIONS INC,RUSSELL2000,Information Technology,66.65,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,57.76,45.8,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
113,LCNB,LCNB CORP,NASDAQ+RUSSELL2000,Financials,66.63,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,74.08,49.07,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
114,FVR,FRONTVIEW REIT INC,RUSSELL2000,Real Estate,66.6,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.99,49.05,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
115,LILA,LIBERTY LATIN AMERICA LTD CLASS A,NASDAQ+RUSSELL2000,Communication,66.59,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
116,LILAK,LIBERTY LATIN AMERICA LTD CLASS C,NASDAQ+RUSSELL2000,Communication,66.59,35.0,mixed_sideways,71.8,fresh_below_zero_cross_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
117,CENTA,CENTRAL GARDEN AND PET CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,66.54,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.33,49.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
118,TSBK,TIMBERLAND BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.47,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.6,48.97,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
119,IMMX,IMMIX BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,66.44,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.04,49.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
120,TKNO,ALPHA TEKNOVA INC,NASDAQ+RUSSELL2000,Health Care,66.43,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.0,49.85,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,EAT,BRINKER INTERNATIONAL INC,RUSSELL2000,Consumer Discretionary,66.39,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.35,48.92,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
122,UP,WHEELS UP EXPERIENCE INC CLASS A,RUSSELL2000,Industrials,66.39,100.0,fresh_bullish_cross,88.8,fresh_above_zero_cross_proxy,27.43,39.74,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
123,ALCO,ALICO INC,NASDAQ+RUSSELL2000,Consumer Staples,66.33,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,56.33,46.52,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
124,REAL,THE REALREAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,66.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.14,48.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,BHB,BAR HARBOR BANKSHARES,RUSSELL2000,Financials,66.29,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,73.03,48.86,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
126,CCCC,C4 THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.23,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.4,49.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
127,CLYM,CLIMB BIO INC,NASDAQ+RUSSELL2000,Health Care,66.23,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.39,49.73,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,BPRN,PRINCETON BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.81,48.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
129,FISI,FINANCIAL INSTITUTIONS INC,NASDAQ+RUSSELL2000,Financials,66.22,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.81,48.81,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,MCHB,MECHANICS BANCORP CLASS A,NASDAQ+RUSSELL2000,Financials,66.17,82.0,early_transition,61.8,bullish_above_signal_proxy,63.58,46.97,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,ZIP,ZIPRECRUITER INC CLASS A,RUSSELL2000,Communication,66.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.68,48.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,BMRC,BANK OF MARIN BANCORP,NASDAQ+RUSSELL2000,Financials,66.16,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.92,48.23,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,66.16,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,55.83,46.42,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
134,NP,NEPTUNE INSURANCE HOLDINGS INC CLA,RUSSELL2000,Financials,66.16,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.65,48.78,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,KSS,KOHLS CORP,RUSSELL2000,Consumer Discretionary,66.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.54,48.76,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,OPBK,OP BANCORP,NASDAQ+RUSSELL2000,Financials,66.12,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.51,48.75,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
137,BMI,BADGER METER INC,RUSSELL2000,Information Technology,66.12,82.0,early_transition,61.8,bullish_above_signal_proxy,63.42,46.93,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,ANNX,ANNEXON INC,NASDAQ+RUSSELL2000,Health Care,66.11,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,55.68,46.39,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
139,OBT,ORANGE COUNTY BANCORP INC,NASDAQ+RUSSELL2000,Financials,66.1,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.72,48.19,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,ESP,ESPEY MANUFACTURING AND ELECTRONIC,RUSSELL2000,Industrials,66.1,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.46,48.74,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,ALG,ALAMO GROUP INC,RUSSELL2000,Industrials,66.05,82.0,early_transition,61.8,bullish_above_signal_proxy,63.22,46.89,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
142,NHI,NATIONAL HEALTH INVESTORS REIT INC,RUSSELL2000,Real Estate,66.03,85.0,early_transition,51.15,bullish_below_zero_proxy,68.51,47.95,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
143,DYN,DYNE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.95,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.57,49.56,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,MVBF,MVB FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,65.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,71.94,48.64,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
