early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_prism_rank,signal,risk
94,DAKT,DAKTRONICS INC,NASDAQ+RUSSELL2000,Information Technology,65.02,82.0,early_transition,61.8,bullish_above_signal_proxy,60.1,46.27,0.0,2,388,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
95,SIEB,SIEBERT FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,65.01,85.0,early_transition,63.15,bullish_above_signal_proxy,56.32,45.51,0.0,2,525,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
96,AMPH,AMPHASTAR PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,64.97,85.0,early_transition,49.8,bullish_below_zero_proxy,65.86,48.42,0.0,2,162,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
97,ACTG,ACACIA RESEARCH CORP,NASDAQ+RUSSELL2000,Financials,64.93,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,52.54,44.76,0.0,2,775,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
98,ZVRA,ZEVRA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,64.88,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.31,48.91,0.0,2,138,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
99,RRR,RED ROCK RESORTS ORS CLASS A INC,NASDAQ+RUSSELL2000,Consumer Discretionary,64.84,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,64.91,47.23,0.0,2,255,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
100,JBLU,JETBLUE AIRWAYS CORP,NASDAQ+RUSSELL2000,Industrials,64.83,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,64.87,47.22,0.0,2,257,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,AMLX,AMYLYX PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,64.79,82.0,early_transition,49.8,bullish_below_zero_proxy,68.05,48.86,0.0,2,143,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
102,HDSN,HUDSON TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,64.79,82.0,early_transition,49.8,bullish_below_zero_proxy,68.48,47.95,0.0,2,193,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
103,BSET,BASSETT FURNITURE INDUSTRIES INC,NASDAQ+RUSSELL2000,Consumer Discretionary,64.79,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,64.75,47.2,0.0,2,260,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,FNWD,FINWARD BANCORP,NASDAQ+RUSSELL2000,Financials,64.75,85.0,early_transition,61.8,bullish_above_signal_proxy,56.56,45.56,0.0,2,515,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
105,HBNC,HORIZON BANCORP INC,NASDAQ+RUSSELL2000,Financials,64.73,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,64.57,47.16,0.0,2,264,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,CLAR,CLARUS CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,64.72,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,64.54,47.16,0.0,2,267,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,MNPR,MONOPAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,64.7,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.03,48.26,0.0,2,170,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
108,DFTX,DEFINIUM THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,64.7,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,64.01,48.05,0.0,2,184,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
109,BELFB,BEL FUSE INC CLASS B,NASDAQ+RUSSELL2000,Information Technology,64.7,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.21,47.89,0.0,2,195,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,THFF,FIRST FINANCIAL CORPORATION CORP,NASDAQ+RUSSELL2000,Financials,64.61,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,64.19,47.09,0.0,2,273,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,CPSS,CONSUMER PORTFOLIO SERVICES INC,NASDAQ+RUSSELL2000,Financials,64.5,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,43.42,42.93,0.0,2,1665,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
112,RXT,RACKSPACE TECHNOLOGY INC,NASDAQ+RUSSELL2000,Information Technology,64.45,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,10.18,2,21,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.0 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
113,CSW,CSW INDUSTRIALS INC,RUSSELL2000,Industrials,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1006,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
114,EE,EXCELERATE ENERGY INC CLASS A,RUSSELL2000,Energy,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1050,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
115,FOA,FINANCE OF AMERICA COMPANIES INC C,RUSSELL2000,Financials,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1087,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
116,KMT,KENNAMETAL INC,RUSSELL2000,Industrials,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1187,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
117,NAT,NORDIC AMERICAN TANKERS LTD,RUSSELL2000,Energy,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1267,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
118,NPKI,NPK INTERNATIONAL INC,RUSSELL2000,Industrials,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1285,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
119,OI,O I GLASS INC,RUSSELL2000,Materials,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1302,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
120,PIPR,PIPER SANDLER COMPANIES,RUSSELL2000,Financials,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1334,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
121,STNG,SCORPIO TANKERS INC,RUSSELL2000,Energy,64.42,100.0,fresh_bullish_cross,51.15,bullish_below_zero_proxy,50.0,44.25,0.0,2,1426,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
122,RCMT,RCM TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,64.38,75.0,confirmed_bullish_trend,51.15,bullish_below_zero_proxy,72.58,48.77,0.0,2,147,EMA: confirmed_bullish_trend; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
123,JACK,JACK IN THE BOX INC,NASDAQ+RUSSELL2000,Consumer Discretionary,64.33,82.0,early_transition,61.8,bullish_above_signal_proxy,58.0,45.85,0.0,2,451,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,GH,GUARDANT HEALTH INC,NASDAQ+RUSSELL2000,Health Care,64.32,75.0,confirmed_bullish_trend,26.35,bearish_proxy,90.73,53.4,0.0,2,40,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
125,PZZA,PAPA JOHNS INTERNATIONAL INC,NASDAQ+RUSSELL2000,Consumer Discretionary,64.31,85.0,early_transition,51.15,bullish_below_zero_proxy,63.29,46.91,0.0,2,289,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
126,RLAY,RELAY THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,64.3,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,72.92,49.83,3.0,2,110,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,event-level volume; MACD snapshot proxy; double-cross history unavailable
127,EGAN,EGAIN CORP,NASDAQ+RUSSELL2000,Information Technology,64.29,85.0,early_transition,51.15,bullish_below_zero_proxy,63.24,46.9,0.0,2,292,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
128,NTLA,INTELLIA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,64.25,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.67,47.98,0.0,2,188,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
129,GT,GOODYEAR TIRE & RUBBER,NASDAQ+RUSSELL2000,Consumer Discretionary,64.25,85.0,early_transition,51.15,bullish_below_zero_proxy,63.12,46.87,0.0,2,295,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
130,CNOB,CONNECTONE BANCORP INC,NASDAQ+RUSSELL2000,Financials,64.2,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.7,47.59,0.0,2,210,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,CBK,COMMERCIAL BANCGROUP INC,NASDAQ+RUSSELL2000,Financials,64.18,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,62.9,46.83,0.0,2,301,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,CRCT,CRICUT INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,64.17,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,62.85,46.82,0.0,2,303,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,STRT,STRATTEC SECURITY CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,64.16,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.84,47.02,0.0,2,279,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,FDBC,FIDELITY D AND D BANCORP INC,NASDAQ+RUSSELL2000,Financials,64.14,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,62.76,46.8,0.0,2,308,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
135,ICUI,ICU MEDICAL INC,NASDAQ+RUSSELL2000,Health Care,64.12,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.28,47.91,0.0,2,194,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,BCC,BOISE CASCADE,RUSSELL2000,Industrials,64.09,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.0,44.25,0.0,2,913,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
137,FSS,FEDERAL SIGNAL CORP,RUSSELL2000,Industrials,64.09,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.0,44.25,0.0,2,1091,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
138,GRND,GRINDR INC,RUSSELL2000,Communication,64.09,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.0,44.25,0.0,2,1124,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
139,HNI,HNI CORP,RUSSELL2000,Industrials,64.09,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.0,44.25,0.0,2,1142,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
140,JBTM,JBT MAREL CORP,RUSSELL2000,Industrials,64.09,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.0,44.25,0.0,2,1175,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
141,YSS,YORK SPACE SYSTEMS INC,RUSSELL2000,Industrials,64.09,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,50.0,44.25,0.0,2,1522,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
142,FORM,FORMFACTOR INC,NASDAQ+RUSSELL2000,Information Technology,64.07,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,62.55,46.76,0.0,2,313,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,VMD,VIEMED HEALTHCARE INC,NASDAQ+RUSSELL2000,Health Care,64.04,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,62.01,47.65,0.0,2,207,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,FVCB,FVCBANKCORP INC,NASDAQ+RUSSELL2000,Financials,64.01,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,62.39,46.73,0.0,2,319,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
145,MYFW,FIRST WESTERN FINANCIAL INC,NASDAQ+RUSSELL2000,Financials,64.0,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.1,47.47,0.0,2,227,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
146,FULT,FULTON FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,64.0,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,62.35,46.72,0.0,2,321,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
147,CWBC,COMMUNITY WEST BANCSHARES,NASDAQ+RUSSELL2000,Financials,63.99,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.34,46.92,0.0,2,286,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
148,WTBA,WEST BANCORPORATION INC,NASDAQ+RUSSELL2000,Financials,63.99,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,62.31,46.71,0.0,2,322,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
149,ALNT,ALLIENT INC,NASDAQ+RUSSELL2000,Industrials,63.97,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,100.0,54.25,11.89,2,9,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.5 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
150,PSNL,PERSONALIS INC,NASDAQ+RUSSELL2000,Health Care,63.92,75.0,confirmed_bullish_trend,26.35,bearish_proxy,89.53,53.16,0.0,2,42,EMA: confirmed_bullish_trend; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
151,DXPE,DXP ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,63.89,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.03,46.86,0.0,2,297,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
152,FSBC,FIVE STAR BANCORP,NASDAQ+RUSSELL2000,Financials,63.88,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,63.0,46.85,0.0,2,298,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
153,PAL,PROFICIENT AUTO LOGISTICS INC,NASDAQ+RUSSELL2000,Industrials,63.86,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,99.3,54.11,0.0,2,29,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
154,BWFG,BANKWELL FINANCIAL GROUP INC,NASDAQ+RUSSELL2000,Financials,63.85,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.91,46.83,0.0,2,300,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
155,SBCF,SEACOAST BANKING OF FLORIDA,NASDAQ+RUSSELL2000,Financials,63.84,85.0,early_transition,61.8,bullish_above_signal_proxy,53.79,45.01,0.0,2,728,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
156,MMSI,MERIT MEDICAL SYSTEMS INC,NASDAQ+RUSSELL2000,Health Care,63.83,85.0,early_transition,63.15,bullish_above_signal_proxy,52.29,45.71,0.0,2,485,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
157,IDYA,IDEAYA BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,63.81,85.0,early_transition,51.15,bullish_below_zero_proxy,61.31,47.51,0.0,2,223,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
158,DYN,DYNE THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,63.74,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.13,47.68,0.0,2,204,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
159,SLP,SIMULATIONS PLUS INC,NASDAQ+RUSSELL2000,Health Care,63.73,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,98.12,54.87,11.66,2,7,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.4 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
160,SABR,SABRE CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,63.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.28,47.31,0.0,2,249,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
161,LIF,LIFE360 INC,NASDAQ+RUSSELL2000,Information Technology,63.7,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.46,46.74,0.0,2,316,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
162,RUSHB,RUSH ENTERPRISES INC CLASS B,NASDAQ+RUSSELL2000,Industrials,63.69,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.42,46.73,0.0,2,317,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
163,SNFCA,SECURITY NATIONAL FINANCIAL CORP C,NASDAQ+RUSSELL2000,Financials,63.69,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,48.79,44.01,0.0,2,1560,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
164,TRIP,TRIPADVISOR INC,NASDAQ+RUSSELL2000,Communication,63.64,75.0,confirmed_bullish_trend,60.9,bullish_above_signal_proxy,94.4,53.13,10.37,2,44,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
165,BBNX,BETA BIONICS INC,NASDAQ+RUSSELL2000,Health Care,63.63,75.0,confirmed_bullish_trend,21.35,fresh_bearish_cross_proxy,92.43,53.74,0.0,2,35,EMA: confirmed_bullish_trend; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
166,AXSM,AXSOME THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,63.62,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,61.76,47.6,0.0,2,209,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
167,FMBH,FIRST MID BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,63.62,75.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,62.21,46.69,0.0,2,325,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
168,CENTA,CENTRAL GARDEN AND PET CLASS A,NASDAQ+RUSSELL2000,Consumer Staples,63.6,75.0,confirmed_bullish_trend,63.15,bullish_above_signal_proxy,60.69,47.39,0.0,2,236,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
169,VIRC,VIRCO MANUFACTURING CORP,NASDAQ+RUSSELL2000,Industrials,63.6,85.0,early_transition,63.15,bullish_above_signal_proxy,52.06,44.66,0.0,2,788,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
