early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MMED,MINIMED INC,NASDAQ+RUSSELL2000,Health Care,80.03,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,93.76,54.0,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1707,MARA,MARA HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,29.58,35.0,mixed_sideways,25.0,bearish_proxy,23.3,38.91,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1708,NVGS,NAVIGATOR HOLDINGS LTD,RUSSELL2000,Energy,29.56,15.0,bearish_transition,25.0,bearish_proxy,41.44,42.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1709,FIZZ,NATIONAL BEVERAGE CORP,NASDAQ+RUSSELL2000,Consumer Staples,29.55,15.0,bearish_transition,25.0,bearish_proxy,40.93,43.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1710,HWKN,HAWKINS INC,NASDAQ+RUSSELL2000,Materials,29.52,15.0,bearish_transition,25.0,bearish_proxy,41.32,42.51,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1711,AIRS,AIRSCULPT TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Health Care,29.5,35.0,mixed_sideways,25.0,bearish_proxy,22.61,39.77,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1712,STNG,SCORPIO TANKERS INC,RUSSELL2000,Energy,29.27,15.0,bearish_transition,25.0,bearish_proxy,40.55,42.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1713,SIGA,SIGA TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Health Care,29.23,15.0,bearish_transition,25.0,bearish_proxy,39.97,43.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1714,HSHP,HIMALAYA SHIPPING LTD,RUSSELL2000,Industrials,29.23,15.0,bearish_transition,25.0,bearish_proxy,40.43,42.34,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1715,AMC,AMC ENTERTAINMENT HOLDINGS INC CLA,RUSSELL2000,Communication,29.2,35.0,mixed_sideways,25.0,bearish_proxy,22.15,38.68,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1716,WLTH,WEALTHFRONT CORP,NASDAQ+RUSSELL2000,Financials,29.17,15.0,bearish_transition,49.8,bullish_below_zero_proxy,21.46,38.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1717,VVX,V2X INC,RUSSELL2000,Industrials,29.11,15.0,bearish_transition,25.0,bearish_proxy,40.07,42.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1718,SHEN,SHENANDOAH TELECOMMUNICATIONS,NASDAQ+RUSSELL2000,Communication,29.07,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,43.72,42.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1719,ZGN,ERMENEGILDO ZEGNA NV,RUSSELL2000,Consumer Discretionary,29.03,15.0,bearish_transition,25.0,bearish_proxy,39.83,42.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1720,ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,29.01,15.0,bearish_transition,25.0,bearish_proxy,39.31,43.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1721,MVST,MICROVAST HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,29.01,15.0,bearish_transition,49.8,bullish_below_zero_proxy,20.97,38.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1722,LRN,STRIDE INC,RUSSELL2000,Consumer Discretionary,29.0,15.0,bearish_transition,25.0,bearish_proxy,39.74,42.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1723,LEE,LEE ENTERPRISES INC,NASDAQ+RUSSELL2000,Communication,28.92,15.0,bearish_transition,25.0,bearish_proxy,39.49,42.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1724,KG,KESTREL GROUP LTD,NASDAQ+RUSSELL2000,Financials,28.9,15.0,bearish_transition,25.0,bearish_proxy,39.43,42.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1725,ASO,ACADEMY SPORTS AND OUTDOORS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,28.81,15.0,bearish_transition,25.0,bearish_proxy,39.16,42.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1726,KEEL,KEEL INFRASTRUCTURE CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,28.8,35.0,mixed_sideways,25.0,bearish_proxy,20.95,38.44,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1727,REPX,RILEY EXPLORATION PERMIAN INC,RUSSELL2000,Energy,28.8,15.0,bearish_transition,25.0,bearish_proxy,39.13,42.08,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1728,LENZ,LENZ THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,28.77,15.0,bearish_transition,49.8,bullish_below_zero_proxy,19.78,39.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1729,UUUU,ENERGY FUELS INC,RUSSELL2000,Energy,28.74,15.0,bearish_transition,49.8,bullish_below_zero_proxy,20.16,38.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1730,LGN,LEGENCE CORP CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,28.73,15.0,bearish_transition,25.0,bearish_proxy,38.92,42.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1731,HLX,HELIX ENERGY SOLUTIONS GROUP INC,RUSSELL2000,Energy,28.73,15.0,bearish_transition,25.0,bearish_proxy,38.92,42.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1732,CMRE,COSTAMARE INC,RUSSELL2000,Industrials,28.7,15.0,bearish_transition,25.0,bearish_proxy,38.82,42.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1733,GEVO,GEVO INC,NASDAQ+RUSSELL2000,Energy,28.69,15.0,bearish_transition,49.8,bullish_below_zero_proxy,20.0,38.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1734,PUMP,PROPETRO HOLDING CORP,RUSSELL2000,Energy,28.66,15.0,bearish_transition,25.0,bearish_proxy,38.7,41.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1735,LMB,LIMBACH HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,28.65,15.0,bearish_transition,25.0,bearish_proxy,38.67,41.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1736,TNK,TEEKAY TANKERS LTD CLASS A,RUSSELL2000,Energy,28.65,15.0,bearish_transition,25.0,bearish_proxy,38.68,41.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1737,VGZ,VISTA GOLD CORP,RUSSELL2000,Materials,28.62,15.0,bearish_transition,25.0,bearish_proxy,38.59,41.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1738,SD,SANDRIDGE ENERGY INC,RUSSELL2000,Energy,28.56,15.0,bearish_transition,25.0,bearish_proxy,38.4,41.93,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1739,UNFI,UNITED NATURAL FOODS INC,RUSSELL2000,Consumer Staples,28.52,15.0,bearish_transition,25.0,bearish_proxy,37.84,42.82,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1740,RYZ,RYERSON HOLDING CORP,RUSSELL2000,Materials,28.48,15.0,bearish_transition,25.0,bearish_proxy,38.17,41.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1741,BUR,BURFORD CAPITAL LTD,RUSSELL2000,Financials,28.45,15.0,bearish_transition,25.0,bearish_proxy,38.08,41.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1742,CPS,COOPER STANDARD HOLDINGS INC,RUSSELL2000,Consumer Discretionary,28.43,15.0,bearish_transition,25.0,bearish_proxy,38.02,41.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1743,VTS,VITESSE ENERGY INC,RUSSELL2000,Energy,28.39,15.0,bearish_transition,25.0,bearish_proxy,37.9,41.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1744,INSG,INSEEGO CORP,NASDAQ+RUSSELL2000,Information Technology,28.38,15.0,bearish_transition,49.8,bullish_below_zero_proxy,19.05,38.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1745,CRBU,CARIBOU BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,28.35,15.0,bearish_transition,49.8,bullish_below_zero_proxy,18.52,38.95,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1746,GTM,ZOOMINFO TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Communication,28.34,15.0,bearish_transition,49.8,bullish_below_zero_proxy,18.95,38.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1747,VOXR,VOX ROYALTY CORP,NASDAQ+RUSSELL2000,Materials,28.31,15.0,bearish_transition,25.0,bearish_proxy,37.66,41.78,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1748,ATKR,ATKORE INC,RUSSELL2000,Industrials,28.28,15.0,bearish_transition,25.0,bearish_proxy,37.54,41.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1749,WT,WISDOMTREE INC,RUSSELL2000,Financials,28.27,15.0,bearish_transition,25.0,bearish_proxy,37.52,41.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1750,ARDX,ARDELYX INC,NASDAQ+RUSSELL2000,Health Care,28.26,15.0,bearish_transition,25.0,bearish_proxy,37.05,42.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1751,SRTA,STRATA CRITICAL MEDICAL INC CLASS,NASDAQ+RUSSELL2000,Health Care,28.26,15.0,bearish_transition,25.0,bearish_proxy,37.03,42.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1752,WHD,CACTUS INC CLASS A,RUSSELL2000,Energy,28.26,15.0,bearish_transition,25.0,bearish_proxy,37.48,41.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1753,NBR,NABORS INDUSTRIES LTD,RUSSELL2000,Energy,28.19,15.0,bearish_transition,25.0,bearish_proxy,37.29,41.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1754,MMS,MAXIMUS INC,RUSSELL2000,Industrials,28.08,15.0,bearish_transition,25.0,bearish_proxy,36.95,41.64,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1755,ASIX,ADVANSIX INC,RUSSELL2000,Materials,28.05,15.0,bearish_transition,25.0,bearish_proxy,36.85,41.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1756,DDD,3D SYSTEMS CORP,RUSSELL2000,Industrials,28.05,35.0,mixed_sideways,25.0,bearish_proxy,18.68,37.99,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1757,GRNT,GRANITE RIDGE RESOURCES INC,RUSSELL2000,Energy,28.04,15.0,bearish_transition,25.0,bearish_proxy,36.83,41.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1758,EGHT,8X8 INC,NASDAQ+RUSSELL2000,Information Technology,27.96,15.0,bearish_transition,49.8,bullish_below_zero_proxy,17.79,37.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1759,PLBY,PLAYBOY INC,NASDAQ+RUSSELL2000,Consumer Discretionary,27.94,15.0,bearish_transition,25.0,bearish_proxy,36.52,41.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1760,SHLS,SHOALS TECHNOLOGIES GROUP INC CLAS,NASDAQ+RUSSELL2000,Industrials,27.9,35.0,mixed_sideways,25.0,bearish_proxy,18.23,37.9,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1761,CSTM,CONSTELLIUM SE CLASS A,RUSSELL2000,Materials,27.86,15.0,bearish_transition,25.0,bearish_proxy,36.27,41.5,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1762,KRO,KRONOS WORLDWIDE INC,RUSSELL2000,Materials,27.84,15.0,bearish_transition,25.0,bearish_proxy,36.21,41.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1763,CMC,COMMERCIAL METALS,RUSSELL2000,Materials,27.82,15.0,bearish_transition,25.0,bearish_proxy,36.17,41.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1764,LBRT,LIBERTY ENERGY INC CLASS A,RUSSELL2000,Energy,27.82,15.0,bearish_transition,25.0,bearish_proxy,36.17,41.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1765,SONO,SONOS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,27.74,15.0,bearish_transition,25.0,bearish_proxy,35.92,41.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1766,WOLF,WOLFSPEED INC,RUSSELL2000,Information Technology,27.67,35.0,mixed_sideways,25.0,bearish_proxy,17.53,37.76,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1767,ASC,ARDMORE SHIPPING CORP,RUSSELL2000,Energy,27.64,15.0,bearish_transition,25.0,bearish_proxy,35.6,41.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1768,ASUR,ASURE SOFTWARE INC,NASDAQ+RUSSELL2000,Industrials,27.61,15.0,bearish_transition,25.0,bearish_proxy,35.52,41.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1769,DJT,TRUMP MEDIA TECHNOLOGY GROUP CORP,NASDAQ+RUSSELL2000,Communication,27.61,15.0,bearish_transition,25.0,bearish_proxy,35.52,41.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1770,PANL,PANGAEA LOGISTICS SOLUTIONS LTD,NASDAQ+RUSSELL2000,Industrials,27.59,15.0,bearish_transition,25.0,bearish_proxy,35.45,41.34,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1771,TK,TEEKAY CORPORATION CORP LTD,RUSSELL2000,Energy,27.57,15.0,bearish_transition,25.0,bearish_proxy,35.41,41.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1772,EFOR,EVERFORTH INC,RUSSELL2000,Information Technology,27.56,15.0,bearish_transition,49.8,bullish_below_zero_proxy,16.59,37.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1773,SKYT,SKYWATER TECHNOLOGY INC,NASDAQ+RUSSELL2000,Information Technology,27.52,15.0,bearish_transition,25.0,bearish_proxy,35.25,41.3,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1774,QBTS,D WAVE QUANTUM INC,RUSSELL2000,Information Technology,27.5,35.0,mixed_sideways,25.0,bearish_proxy,17.0,37.65,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1775,EPM,EVOLUTION PETROLEUM CORP,RUSSELL2000,Energy,27.44,15.0,bearish_transition,25.0,bearish_proxy,35.0,41.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1776,UAMY,UNITED STATES ANTIMONY CORP,RUSSELL2000,Materials,27.43,15.0,bearish_transition,49.8,bullish_below_zero_proxy,16.2,37.49,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1777,HYLN,HYLIION HOLDINGS CORP,RUSSELL2000,Industrials,27.38,35.0,mixed_sideways,25.0,bearish_proxy,16.65,37.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1778,DUOT,DUOS TECHNOLOGIES GROUP INC,NASDAQ+RUSSELL2000,Information Technology,27.37,35.0,mixed_sideways,25.0,bearish_proxy,16.6,37.57,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1779,SDRL,SEADRILL LTD,RUSSELL2000,Energy,27.35,15.0,bearish_transition,25.0,bearish_proxy,34.72,41.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1780,MUR,MURPHY OIL CORP,RUSSELL2000,Energy,27.31,15.0,bearish_transition,25.0,bearish_proxy,34.61,41.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1781,LPG,DORIAN LPG LTD,RUSSELL2000,Energy,27.22,15.0,bearish_transition,25.0,bearish_proxy,34.34,41.12,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1782,LRMR,LARIMAR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,27.21,15.0,bearish_transition,25.0,bearish_proxy,33.85,42.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1783,CRML,CRITICAL METALS CORP,NASDAQ+RUSSELL2000,Materials,27.17,15.0,bearish_transition,49.8,bullish_below_zero_proxy,15.39,37.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1784,TRAK,REPOSITRAK INC,RUSSELL2000,Information Technology,27.15,15.0,bearish_transition,25.0,bearish_proxy,34.12,41.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1785,SHOE,SHOE STATION GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,27.03,15.0,bearish_transition,25.0,bearish_proxy,33.75,41.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1786,CNR,CORE NATURAL RESOURCES INC,RUSSELL2000,Energy,27.02,15.0,bearish_transition,25.0,bearish_proxy,33.73,41.0,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1787,NTGR,NETGEAR INC,NASDAQ+RUSSELL2000,Information Technology,26.82,15.0,bearish_transition,25.0,bearish_proxy,33.11,40.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1788,AMSC,AMERICAN SUPERCONDUCTOR CORP,NASDAQ+RUSSELL2000,Industrials,26.79,15.0,bearish_transition,49.8,bullish_below_zero_proxy,14.24,37.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1789,BHR,BRAEMAR HOTELS RESORTS INC,RUSSELL2000,Real Estate,26.71,15.0,bearish_transition,25.0,bearish_proxy,32.81,40.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1790,RES,RPC INC,RUSSELL2000,Energy,26.67,15.0,bearish_transition,25.0,bearish_proxy,32.68,40.79,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1791,COCO,THE VITA COCO COMPANY INC,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Staples,26.65,15.0,bearish_transition,25.0,bearish_proxy,32.15,41.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1792,CC,CHEMOURS,RUSSELL2000,Materials,26.61,15.0,bearish_transition,25.0,bearish_proxy,32.49,40.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1793,HYMC,HYCROFT MINING HOLDING CLASS A,NASDAQ+RUSSELL2000,Materials,26.57,15.0,bearish_transition,49.8,bullish_below_zero_proxy,13.57,36.96,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1794,OEC,ORION SA,RUSSELL2000,Materials,26.54,15.0,bearish_transition,25.0,bearish_proxy,32.27,40.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1795,SXC,SUNCOKE ENERGY INC,RUSSELL2000,Materials,26.5,15.0,bearish_transition,25.0,bearish_proxy,32.17,40.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1796,ULH,UNIVERSAL LOGISTICS HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,26.46,15.0,bearish_transition,25.0,bearish_proxy,32.04,40.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1797,KLTR,KALTURA INC,NASDAQ+RUSSELL2000,Information Technology,26.34,15.0,bearish_transition,25.0,bearish_proxy,31.68,40.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1798,STEP,STEPSTONE GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,26.3,15.0,bearish_transition,25.0,bearish_proxy,31.55,40.56,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1799,CRC,CALIFORNIA RESOURCES CORP,RUSSELL2000,Energy,26.28,15.0,bearish_transition,25.0,bearish_proxy,31.49,40.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1800,CAPR,CAPRICOR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,26.24,15.0,bearish_transition,25.0,bearish_proxy,30.91,41.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1801,HP,HELMERICH & PAYNE INC,RUSSELL2000,Energy,26.15,15.0,bearish_transition,25.0,bearish_proxy,31.1,40.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
