early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,75.34,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1787,MXL,MAXLINEAR INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,22.86,15.0,bearish_transition,25.0,bearish_proxy,21.13,38.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1788,STUB,STUBHUB HOLDINGS INC CLASS A,RUSSELL2000,Communication,22.86,15.0,bearish_transition,25.0,bearish_proxy,21.14,38.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1789,SHEN,SHENANDOAH TELECOMMUNICATIONS,NASDAQ+RUSSELL2000,Communication,22.77,15.0,bearish_transition,25.0,bearish_proxy,20.84,38.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1790,WLDN,WILLDAN GROUP INC,NASDAQ+RUSSELL2000,Industrials,22.75,15.0,bearish_transition,25.0,bearish_proxy,20.8,38.41,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1791,AIRJ,AIRJOULE TECHNOLOGIES CORP CLASS A,NASDAQ+RUSSELL2000,Industrials,22.59,15.0,bearish_transition,25.0,bearish_proxy,20.31,38.31,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1792,HTFL,HEARTFLOW INC,NASDAQ+RUSSELL2000,Health Care,22.55,15.0,bearish_transition,25.0,bearish_proxy,19.75,39.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1793,ASPN,ASPEN AEROGELS INC,RUSSELL2000,Materials,22.47,15.0,bearish_transition,25.0,bearish_proxy,19.95,38.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1794,SNEX,STONEX GROUP INC,NASDAQ+NASDAQ500+RUSSELL2000,Financials,22.39,15.0,bearish_transition,25.0,bearish_proxy,19.7,38.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1795,ELTX,ELICIO THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,22.24,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,35.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1796,WEST,WESTROCK COFFEE,NASDAQ+RUSSELL2000,Consumer Staples,22.17,15.0,bearish_transition,25.0,bearish_proxy,18.59,38.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1797,AGX,ARGAN INC,RUSSELL2000,Industrials,22.15,15.0,bearish_transition,25.0,bearish_proxy,18.99,38.05,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1798,AMRC,AMERESCO INC CLASS A,RUSSELL2000,Industrials,22.12,15.0,bearish_transition,25.0,bearish_proxy,18.9,38.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1799,KOPN,KOPIN CORP,NASDAQ+RUSSELL2000,Information Technology,22.09,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,34.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1800,TYGO,TIGO ENERGY INC,NASDAQ+RUSSELL2000,Industrials,22.09,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,34.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1801,SOC,SABLE OFFSHORE CORP CLASS A,RUSSELL2000,Energy,22.09,15.0,bearish_transition,49.8,bullish_below_zero_proxy,0.0,34.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1802,CABO,CABLE ONE INC,RUSSELL2000,Communication,21.84,15.0,bearish_transition,25.0,bearish_proxy,18.03,37.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1803,KLIC,KULICKE AND SOFFA INDUSTRIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,21.77,15.0,bearish_transition,25.0,bearish_proxy,17.82,37.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1804,SYNA,SYNAPTICS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,21.69,15.0,bearish_transition,25.0,bearish_proxy,17.59,37.77,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1805,MPTI,M TRON INDUSTRIES INC,RUSSELL2000,Information Technology,21.67,15.0,bearish_transition,25.0,bearish_proxy,17.53,37.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1806,POWI,POWER INTEGRATIONS INC,NASDAQ+RUSSELL2000,Information Technology,21.48,15.0,bearish_transition,25.0,bearish_proxy,16.94,37.64,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1807,ADEA,ADEIA INC,NASDAQ+RUSSELL2000,Information Technology,21.44,15.0,bearish_transition,25.0,bearish_proxy,16.81,37.61,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1808,ELA,ENVELA CORP,RUSSELL2000,Consumer Discretionary,21.41,15.0,bearish_transition,25.0,bearish_proxy,16.74,37.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1809,LZM,LIFEZONE METALS LTD,RUSSELL2000,Materials,21.19,15.0,bearish_transition,25.0,bearish_proxy,16.05,37.46,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1810,HLIT,HARMONIC INC,NASDAQ+RUSSELL2000,Information Technology,21.04,15.0,bearish_transition,25.0,bearish_proxy,15.6,37.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1811,LUMN,LUMEN TECHNOLOGIES INC,RUSSELL2000,Communication,21.01,15.0,bearish_transition,25.0,bearish_proxy,15.53,37.36,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1812,UCTT,ULTRA CLEAN HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,20.92,15.0,bearish_transition,25.0,bearish_proxy,15.24,37.3,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1813,JOBY,JOBY AVIATION INC CLASS A,RUSSELL2000,Industrials,20.9,15.0,bearish_transition,25.0,bearish_proxy,15.19,37.29,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1814,DIOD,DIODES INC,NASDAQ+RUSSELL2000,Information Technology,20.78,15.0,bearish_transition,25.0,bearish_proxy,14.82,37.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1815,EVEX,EVE HOLDING INC,RUSSELL2000,Industrials,20.75,15.0,bearish_transition,25.0,bearish_proxy,14.75,37.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1816,FBYD,FALCON S BEYOND GLOBAL INC CLASS A,NASDAQ+RUSSELL2000,Industrials,20.67,15.0,bearish_transition,25.0,bearish_proxy,14.49,37.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1817,LGN,LEGENCE CORP CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,20.67,15.0,bearish_transition,25.0,bearish_proxy,14.48,37.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1818,AMSC,AMERICAN SUPERCONDUCTOR CORP,NASDAQ+RUSSELL2000,Industrials,20.57,15.0,bearish_transition,25.0,bearish_proxy,14.2,37.09,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1819,ARRY,ARRAY TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,20.53,15.0,bearish_transition,25.0,bearish_proxy,14.07,37.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1820,EU,ENCORE ENERGY CORP,NASDAQ+RUSSELL2000,Energy,20.4,15.0,bearish_transition,25.0,bearish_proxy,13.67,36.98,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1821,LENZ,LENZ THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,20.34,15.0,bearish_transition,25.0,bearish_proxy,13.03,37.86,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1822,AIRS,AIRSCULPT TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Health Care,20.29,15.0,bearish_transition,25.0,bearish_proxy,12.88,37.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1823,SENS,SENSEONICS HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,20.16,15.0,bearish_transition,25.0,bearish_proxy,12.5,37.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1824,SPRY,ARS PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,20.09,15.0,bearish_transition,25.0,bearish_proxy,12.27,37.7,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1825,NVEC,NVE CORP,NASDAQ+RUSSELL2000,Information Technology,20.03,15.0,bearish_transition,25.0,bearish_proxy,12.56,36.76,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1826,PLUG,PLUG POWER INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,20.02,15.0,bearish_transition,25.0,bearish_proxy,12.52,36.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1827,STRO,SUTRO BIOPHARMA INC,NASDAQ+RUSSELL2000,Health Care,19.87,15.0,bearish_transition,25.0,bearish_proxy,11.62,37.57,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1828,PDYN,PALLADYNE AI CORP,NASDAQ+RUSSELL2000,Industrials,19.81,15.0,bearish_transition,25.0,bearish_proxy,11.9,36.63,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1829,CAPR,CAPRICOR THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,19.78,15.0,bearish_transition,25.0,bearish_proxy,11.35,37.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1830,IDR,IDAHO STRATEGIC RESOURCES INC,RUSSELL2000,Materials,19.71,15.0,bearish_transition,25.0,bearish_proxy,11.57,36.56,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1831,SWMR,SWARMER INC,NASDAQ+RUSSELL2000,Industrials,19.68,15.0,bearish_transition,25.0,bearish_proxy,11.5,36.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1832,XRX,XEROX HOLDINGS CORP,NASDAQ+RUSSELL2000,Information Technology,19.66,15.0,bearish_transition,25.0,bearish_proxy,11.44,36.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1833,CLSK,CLEANSPARK INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,19.61,15.0,bearish_transition,25.0,bearish_proxy,11.27,36.5,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1834,RILY,BRC GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Financials,19.6,15.0,bearish_transition,25.0,bearish_proxy,11.25,36.5,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1835,NN,NEXTNAV INC,NASDAQ+RUSSELL2000,Information Technology,19.5,15.0,bearish_transition,25.0,bearish_proxy,10.93,36.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1836,CLFD,CLEARFIELD INC,NASDAQ+RUSSELL2000,Information Technology,19.28,15.0,bearish_transition,25.0,bearish_proxy,10.28,36.31,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1837,CHPT,CHARGEPOINT HOLDINGS INC CLASS A,RUSSELL2000,Industrials,19.24,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,13.94,37.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1838,ADTN,ADTRAN HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,19.2,15.0,bearish_transition,25.0,bearish_proxy,10.04,36.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1839,CORZ,CORE SCIENTIFIC INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,19.0,15.0,bearish_transition,25.0,bearish_proxy,9.43,36.14,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1840,PCT,PURECYCLE TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Materials,18.85,15.0,bearish_transition,25.0,bearish_proxy,8.97,36.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1841,MARA,MARA HOLDINGS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,18.83,15.0,bearish_transition,25.0,bearish_proxy,8.92,36.03,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1842,NTLA,INTELLIA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,18.83,15.0,bearish_transition,25.0,bearish_proxy,8.46,36.94,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1843,BBAI,BIGBEAR.AI HOLDINGS INC,RUSSELL2000,Information Technology,18.81,15.0,bearish_transition,25.0,bearish_proxy,8.85,36.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1844,RR,RICHTECH ROBOTICS INC CLASS B,NASDAQ+RUSSELL2000,Industrials,18.79,15.0,bearish_transition,25.0,bearish_proxy,8.78,36.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1845,INTT,INTEST CORP,RUSSELL2000,Information Technology,18.73,15.0,bearish_transition,25.0,bearish_proxy,8.6,35.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1846,COHU,COHU INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,18.71,15.0,bearish_transition,25.0,bearish_proxy,8.55,35.96,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1847,ONDS,ONDAS INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,18.63,15.0,bearish_transition,25.0,bearish_proxy,8.31,35.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1848,ELMT,ELMET GROUP,NASDAQ+RUSSELL2000,Industrials,18.52,15.0,bearish_transition,25.0,bearish_proxy,7.99,35.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1849,RDNW,RIDENOW GROUP INC CLASS B,NASDAQ+RUSSELL2000,Consumer Discretionary,18.52,15.0,bearish_transition,25.0,bearish_proxy,7.97,35.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1850,OUST,OUSTER INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,18.48,15.0,bearish_transition,25.0,bearish_proxy,7.87,35.82,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1851,TSSI,TSS INC,NASDAQ+RUSSELL2000,Information Technology,18.48,15.0,bearish_transition,25.0,bearish_proxy,7.87,35.82,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1852,PLBY,PLAYBOY INC,NASDAQ+RUSSELL2000,Consumer Discretionary,18.47,15.0,bearish_transition,25.0,bearish_proxy,7.82,35.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1853,HUT,HUT CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,18.34,15.0,bearish_transition,25.0,bearish_proxy,7.42,35.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1854,SMR,NUSCALE POWER CORP CLASS A,RUSSELL2000,Industrials,18.33,15.0,bearish_transition,25.0,bearish_proxy,7.4,35.73,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1855,BTBT,BIT DIGITAL INC,NASDAQ+RUSSELL2000,Information Technology,18.3,15.0,bearish_transition,25.0,bearish_proxy,7.31,35.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1856,BETR,BETTER HOME FINANCE HOLDING CLASS,NASDAQ+RUSSELL2000,Financials,18.26,15.0,bearish_transition,25.0,bearish_proxy,7.19,35.69,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1857,AEHR,AEHR TEST SYSTEMS,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,18.21,15.0,bearish_transition,25.0,bearish_proxy,7.04,35.66,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1858,UUUU,ENERGY FUELS INC,RUSSELL2000,Energy,18.19,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,10.75,36.4,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1859,CEVA,CEVA INC,NASDAQ+RUSSELL2000,Information Technology,18.03,15.0,bearish_transition,25.0,bearish_proxy,6.48,35.55,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1860,ACLS,AXCELIS TECHNOLOGIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,18.02,15.0,bearish_transition,25.0,bearish_proxy,6.47,35.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1861,AREC,AMERICAN RESOURCES CORP CLASS A,NASDAQ+RUSSELL2000,Energy,17.99,15.0,bearish_transition,25.0,bearish_proxy,6.38,35.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1862,RDZN,ROADZEN INC,NASDAQ+RUSSELL2000,Information Technology,17.9,15.0,bearish_transition,25.0,bearish_proxy,6.09,35.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1863,PURR,HYPERLIQUID STRATEGIES INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,17.83,15.0,bearish_transition,25.0,bearish_proxy,5.42,36.33,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1864,LTBR,LIGHTBRIDGE CORP,NASDAQ+RUSSELL2000,Energy,17.7,15.0,bearish_transition,25.0,bearish_proxy,5.5,35.35,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1865,CNTN,CANTON STRATEGIC HOLDINGS INC,NASDAQ+RUSSELL2000,Health Care,17.68,15.0,bearish_transition,25.0,bearish_proxy,4.96,36.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1866,AIRO,AIRO GROUP HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,17.49,15.0,bearish_transition,25.0,bearish_proxy,4.85,35.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1867,ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,NASDAQ+RUSSELL2000,Materials,17.48,15.0,bearish_transition,25.0,bearish_proxy,4.81,35.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1868,RFIL,RF INDUSTRIES LTD,NASDAQ+RUSSELL2000,Information Technology,17.42,15.0,bearish_transition,25.0,bearish_proxy,4.65,35.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1869,PDFS,PDF SOLUTIONS INC,NASDAQ+RUSSELL2000,Information Technology,17.41,15.0,bearish_transition,25.0,bearish_proxy,4.61,35.17,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1870,ARI,APOLLO COMMERCIAL REAL ESTATE FINA,RUSSELL2000,Financials,17.34,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,8.19,35.89,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1871,NRGV,ENERGY VAULT HOLDINGS INC,RUSSELL2000,Industrials,17.17,15.0,bearish_transition,25.0,bearish_proxy,3.87,35.02,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1872,SVCO,SILVACO GROUP INC,NASDAQ+RUSSELL2000,Information Technology,17.05,15.0,bearish_transition,25.0,bearish_proxy,3.54,34.96,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1873,USAR,USA RARE EARTH INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Materials,16.93,15.0,bearish_transition,25.0,bearish_proxy,3.17,34.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1874,ASYS,AMTECH SYSTEMS INC,NASDAQ+RUSSELL2000,Information Technology,16.87,15.0,bearish_transition,25.0,bearish_proxy,2.99,34.85,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1875,MVST,MICROVAST HOLDINGS INC,NASDAQ+RUSSELL2000,Industrials,16.79,15.0,bearish_transition,25.0,bearish_proxy,2.73,34.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1876,ENVX,ENOVIX CORP,NASDAQ+RUSSELL2000,Industrials,16.54,15.0,bearish_transition,25.0,bearish_proxy,1.97,34.64,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1877,VUZI,VUZIX CORP,NASDAQ+RUSSELL2000,Information Technology,16.35,15.0,bearish_transition,25.0,bearish_proxy,1.41,34.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1878,NG,NOVAGOLD RESOURCES INC,RUSSELL2000,Materials,16.21,15.0,bearish_transition,25.0,bearish_proxy,0.97,34.44,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1879,QUBT,QUANTUM COMPUTING INC,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,16.19,15.0,bearish_transition,25.0,bearish_proxy,0.92,34.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1880,NUAI,NEW ERA ENERGY AND DIGITAL INC,NASDAQ+RUSSELL2000,Energy,16.13,15.0,bearish_transition,25.0,bearish_proxy,0.74,34.4,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
