early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,RUSSELL2000,Communication,79.42,85.0,early_transition,63.15,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
1656,CC,CHEMOURS,RUSSELL2000,Materials,28.79,18.0,bearish_transition,20.0,fresh_bearish_cross_proxy,40.16,42.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1657,GOSS,GOSSAMER BIO INC,NASDAQ+RUSSELL2000,Health Care,28.76,15.0,bearish_transition,49.8,bullish_below_zero_proxy,19.75,39.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1658,MKTW,MARKETWISE INC CLASS A,NASDAQ+RUSSELL2000,Financials,28.76,15.0,bearish_transition,25.0,bearish_proxy,39.0,42.05,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1659,CTGO,CONTANGO SILVER AND GOLD INC,RUSSELL2000,Materials,28.7,15.0,bearish_transition,49.8,bullish_below_zero_proxy,20.05,38.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1660,CMRE,COSTAMARE INC,RUSSELL2000,Industrials,28.68,15.0,bearish_transition,25.0,bearish_proxy,38.78,42.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1661,ARRY,ARRAY TECHNOLOGIES INC,NASDAQ+RUSSELL2000,Industrials,28.65,15.0,bearish_transition,25.0,bearish_proxy,38.68,41.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1662,VTS,VITESSE ENERGY INC,RUSSELL2000,Energy,28.63,15.0,bearish_transition,25.0,bearish_proxy,38.6,41.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1663,CVI,CVR ENERGY INC,RUSSELL2000,Energy,28.62,18.0,bearish_transition,26.35,bearish_proxy,34.84,41.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1664,MED,MEDIFAST INC,RUSSELL2000,Consumer Staples,28.59,18.0,bearish_transition,26.35,bearish_proxy,34.3,42.11,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1665,CDZI,CADIZ INC,NASDAQ+RUSSELL2000,Utilities,28.54,15.0,bearish_transition,25.0,bearish_proxy,37.87,42.82,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1666,JACK,JACK IN THE BOX INC,NASDAQ+RUSSELL2000,Consumer Discretionary,28.5,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,42.01,42.65,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1667,OMCL,OMNICELL INC,NASDAQ+RUSSELL2000,Health Care,28.46,15.0,bearish_transition,25.0,bearish_proxy,37.63,42.78,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1668,BHR,BRAEMAR HOTELS RESORTS INC,RUSSELL2000,Real Estate,28.41,18.0,bearish_transition,26.35,bearish_proxy,34.19,41.09,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1669,IMXI,INTERNATIONAL MONEY EXPRESS INC,NASDAQ+RUSSELL2000,Financials,28.4,15.0,bearish_transition,25.0,bearish_proxy,37.93,41.84,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1670,STEP,STEPSTONE GROUP INC CLASS A,NASDAQ+RUSSELL2000,Financials,28.39,15.0,bearish_transition,49.8,bullish_below_zero_proxy,19.11,38.07,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1671,HP,HELMERICH & PAYNE INC,RUSSELL2000,Energy,28.34,15.0,bearish_transition,25.0,bearish_proxy,37.74,41.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1672,ASIX,ADVANSIX INC,RUSSELL2000,Materials,28.33,18.0,bearish_transition,26.35,bearish_proxy,33.95,41.04,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1673,AREN,ARENA GROUP HLDGS INC,RUSSELL2000,Communication,28.27,18.0,bearish_transition,51.15,bullish_below_zero_proxy,14.97,37.24,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1674,DRVN,DRIVEN BRANDS HOLDINGS INC,NASDAQ+RUSSELL2000,Consumer Discretionary,28.26,15.0,bearish_transition,25.0,bearish_proxy,37.49,41.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1675,TALO,TALOS ENERGY INC,RUSSELL2000,Energy,28.26,15.0,bearish_transition,25.0,bearish_proxy,37.49,41.75,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1676,DEC,DIVERSIFIED ENERGY COMPANY,RUSSELL2000,Energy,28.16,15.0,bearish_transition,25.0,bearish_proxy,37.18,41.69,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1677,ADTN,ADTRAN HOLDINGS INC,NASDAQ+RUSSELL2000,Information Technology,28.15,15.0,bearish_transition,25.0,bearish_proxy,37.16,41.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1678,TARA,PROTARA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,28.14,15.0,bearish_transition,49.8,bullish_below_zero_proxy,17.9,38.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1679,NEXT,NEXTDECADE CORP,NASDAQ+RUSSELL2000,Energy,28.07,18.0,bearish_transition,26.35,bearish_proxy,33.16,40.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1680,METC,RAMACO RESOURCES INC CLASS A,NASDAQ+RUSSELL2000,Materials,28.05,18.0,bearish_transition,26.35,bearish_proxy,33.11,40.87,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1681,ANGI,ANGI INC CLASS A,NASDAQ+RUSSELL2000,Communication,28.0,15.0,bearish_transition,25.0,bearish_proxy,36.72,41.59,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1682,ARAY,ACCURAY INC,NASDAQ+RUSSELL2000,Health Care,27.96,15.0,bearish_transition,25.0,bearish_proxy,36.13,42.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1683,CLNE,CLEAN ENERGY FUELS CORP,NASDAQ+RUSSELL2000,Energy,27.94,18.0,bearish_transition,25.0,bearish_proxy,33.79,41.01,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1684,WHD,CACTUS INC CLASS A,RUSSELL2000,Energy,27.93,18.0,bearish_transition,26.35,bearish_proxy,32.75,40.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1685,SHOE,SHOE STATION GROUP INC,NASDAQ+RUSSELL2000,Consumer Discretionary,27.91,15.0,bearish_transition,25.0,bearish_proxy,36.44,41.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1686,GCO,GENESCO INC,RUSSELL2000,Consumer Discretionary,27.9,15.0,bearish_transition,25.0,bearish_proxy,36.42,41.53,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1687,LOVE,LOVESAC COMPANY,NASDAQ+RUSSELL2000,Consumer Discretionary,27.87,18.0,bearish_transition,25.0,bearish_proxy,33.58,40.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1688,PARR,PAR PACIFIC HOLDINGS INC,RUSSELL2000,Energy,27.84,18.0,bearish_transition,25.0,bearish_proxy,33.5,40.95,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1689,RC,READY CAPITAL CORP,RUSSELL2000,Financials,27.82,18.0,bearish_transition,25.0,bearish_proxy,33.42,40.93,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1690,TRAK,REPOSITRAK INC,RUSSELL2000,Information Technology,27.81,15.0,bearish_transition,25.0,bearish_proxy,36.12,41.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1691,KLTR,KALTURA INC,NASDAQ+RUSSELL2000,Information Technology,27.8,15.0,bearish_transition,25.0,bearish_proxy,36.11,41.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1692,CSR,CENTERSPACE,RUSSELL2000,Real Estate,27.8,15.0,bearish_transition,25.0,bearish_proxy,36.1,41.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1693,EHTH,EHEALTH INC,NASDAQ+RUSSELL2000,Financials,27.79,15.0,bearish_transition,25.0,bearish_proxy,36.08,41.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1694,AMRC,AMERESCO INC CLASS A,RUSSELL2000,Industrials,27.79,18.0,bearish_transition,26.35,bearish_proxy,32.32,40.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1695,EVI,EVI INDUSTRIES INC,RUSSELL2000,Industrials,27.79,18.0,bearish_transition,26.35,bearish_proxy,32.32,40.71,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1696,TNDM,TANDEM DIABETES CARE INC,NASDAQ+RUSSELL2000,Health Care,27.78,18.0,bearish_transition,26.35,bearish_proxy,31.84,41.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1697,CURI,CURIOSITYSTREAM INC CLASS A,NASDAQ+RUSSELL2000,Communication,27.77,15.0,bearish_transition,25.0,bearish_proxy,36.01,41.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1698,INOD,INNODATA INC,NASDAQ+NASDAQ500+RUSSELL2000,Industrials,27.75,35.0,mixed_sideways,25.0,bearish_proxy,17.75,37.8,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1699,CELC,CELCUITY INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,27.74,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,0.0,35.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1700,ADCT,ADC THERAPEUTICS SA,RUSSELL2000,Health Care,27.74,15.0,bearish_transition,71.8,fresh_below_zero_cross_proxy,0.0,35.25,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_below_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1701,JOBY,JOBY AVIATION INC CLASS A,RUSSELL2000,Industrials,27.63,15.0,bearish_transition,25.0,bearish_proxy,35.59,41.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1702,PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,NASDAQ+RUSSELL2000,Consumer Discretionary,27.49,15.0,bearish_transition,25.0,bearish_proxy,35.15,41.28,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1703,REPX,RILEY EXPLORATION PERMIAN INC,RUSSELL2000,Energy,27.47,15.0,bearish_transition,25.0,bearish_proxy,35.1,41.27,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1704,NVTS,NAVITAS SEMICONDUCTOR CORP,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,27.39,35.0,mixed_sideways,25.0,bearish_proxy,16.66,37.58,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1705,FUBO,FUBOTV INC CLASS A,RUSSELL2000,Communication,27.38,15.0,bearish_transition,25.0,bearish_proxy,34.84,41.22,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1706,ENOV,ENOVIS CORP,RUSSELL2000,Health Care,27.34,15.0,bearish_transition,25.0,bearish_proxy,34.25,42.1,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1707,NPWR,NET POWER INC CLASS A,RUSSELL2000,Industrials,27.3,18.0,bearish_transition,26.35,bearish_proxy,30.84,40.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1708,DH,DEFINITIVE HEALTHCARE CORP CLASS A,NASDAQ+RUSSELL2000,Health Care,27.29,18.0,bearish_transition,26.35,bearish_proxy,30.33,41.32,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1709,TLS,TELOS CORPORATION CORP,NASDAQ+RUSSELL2000,Information Technology,27.28,15.0,bearish_transition,25.0,bearish_proxy,34.52,41.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1710,ENVX,ENOVIX CORP,NASDAQ+RUSSELL2000,Industrials,27.27,18.0,bearish_transition,25.0,bearish_proxy,31.76,40.6,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1711,WLDN,WILLDAN GROUP INC,NASDAQ+RUSSELL2000,Industrials,27.13,18.0,bearish_transition,25.0,bearish_proxy,31.34,40.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1712,CDXS,CODEXIS INC,NASDAQ+RUSSELL2000,Health Care,27.12,15.0,bearish_transition,25.0,bearish_proxy,33.58,41.97,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1713,STIM,NEURONETICS INC,NASDAQ+RUSSELL2000,Health Care,27.1,15.0,bearish_transition,25.0,bearish_proxy,33.51,41.95,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1714,GOGO,GOGO INC,NASDAQ+RUSSELL2000,Communication,27.01,15.0,bearish_transition,25.0,bearish_proxy,33.72,40.99,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1715,CAL,CALERES INC,RUSSELL2000,Consumer Discretionary,26.92,15.0,bearish_transition,25.0,bearish_proxy,33.44,40.94,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1716,KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,NASDAQ+NASDAQ200+NASDAQ500+RUSSELL2000,Industrials,26.91,15.0,bearish_transition,25.0,bearish_proxy,33.4,40.93,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1717,CRC,CALIFORNIA RESOURCES CORP,RUSSELL2000,Energy,26.87,15.0,bearish_transition,25.0,bearish_proxy,33.28,40.91,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1718,YOU,CLEAR SECURE INC CLASS A,RUSSELL2000,Information Technology,26.85,15.0,bearish_transition,25.0,bearish_proxy,33.21,40.89,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1719,LAW,CS DISCO INC,RUSSELL2000,Information Technology,26.83,15.0,bearish_transition,25.0,bearish_proxy,33.17,40.88,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1720,CODI,COMPASS DIVERSIFIED,RUSSELL2000,Financials,26.74,15.0,bearish_transition,25.0,bearish_proxy,32.9,40.83,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1721,AVNS,AVANOS MEDICAL INC,RUSSELL2000,Health Care,26.73,35.0,mixed_sideways,22.75,bearish_proxy,49.08,45.07,10.94,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bearish_proxy,EMA extension 2.2 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
1722,UAMY,UNITED STATES ANTIMONY CORP,RUSSELL2000,Materials,26.73,15.0,bearish_transition,49.8,bullish_below_zero_proxy,14.07,37.06,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1723,AVAV,AEROVIRONMENT INC,NASDAQ+NASDAQ200+NASDAQ500+RUSSELL2000,Industrials,26.71,15.0,bearish_transition,25.0,bearish_proxy,32.8,40.81,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1724,INVX,INNOVEX INTERNATIONAL INC,RUSSELL2000,Energy,26.69,15.0,bearish_transition,25.0,bearish_proxy,32.73,40.8,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1725,EPSN,EPSILON ENERGY LTD,NASDAQ+RUSSELL2000,Energy,26.67,15.0,bearish_transition,25.0,bearish_proxy,32.67,40.78,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1726,SAMG,SILVERCREST ASSET MANAGEMENT GROUP,NASDAQ+RUSSELL2000,Financials,26.67,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,36.47,41.54,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1727,FULC,FULCRUM THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,26.59,15.0,bearish_transition,49.8,bullish_below_zero_proxy,13.18,37.89,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1728,CMRC,BIGCOMMERCE HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Information Technology,26.41,15.0,bearish_transition,25.0,bearish_proxy,31.9,40.63,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1729,OPRX,OPTIMIZERX CORP,NASDAQ+RUSSELL2000,Health Care,26.31,18.0,bearish_transition,20.0,fresh_bearish_cross_proxy,32.18,41.69,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1730,CLB,CORE LABORATORIES INC,RUSSELL2000,Energy,26.23,15.0,bearish_transition,25.0,bearish_proxy,31.34,40.52,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1731,LBRT,LIBERTY ENERGY INC CLASS A,RUSSELL2000,Energy,26.19,18.0,bearish_transition,25.0,bearish_proxy,28.51,39.95,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1732,DAN,DANA INCORPORATED INC,RUSSELL2000,Consumer Discretionary,26.17,15.0,bearish_transition,25.0,bearish_proxy,31.17,40.48,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1733,NOG,NORTHERN OIL AND GAS INC,RUSSELL2000,Energy,26.14,15.0,bearish_transition,25.0,bearish_proxy,31.08,40.47,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1734,RPAY,REPAY HOLDINGS CORP CLASS A,NASDAQ+RUSSELL2000,Financials,26.12,15.0,bearish_transition,25.0,bearish_proxy,31.0,40.45,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1735,TDW,TIDEWATER INC,RUSSELL2000,Energy,26.08,15.0,bearish_transition,25.0,bearish_proxy,30.88,40.43,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1736,SEAT,VIVID SEATS INC CLASS A,NASDAQ+RUSSELL2000,Communication,26.07,15.0,bearish_transition,25.0,bearish_proxy,30.84,40.42,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1737,USGO,US GOLDMINING INC,NASDAQ+RUSSELL2000,Materials,25.99,15.0,bearish_transition,49.8,bullish_below_zero_proxy,11.83,36.62,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
1738,JELD,JELD WEN HOLDING INC,RUSSELL2000,Industrials,25.92,18.0,bearish_transition,25.0,bearish_proxy,27.68,39.79,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1739,BBW,BUILD A BEAR WORKSHOP INC,RUSSELL2000,Consumer Discretionary,25.8,15.0,bearish_transition,25.0,bearish_proxy,30.04,40.26,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1740,FLOC,FLOWCO HOLDINGS INC CLASS A,RUSSELL2000,Energy,25.74,18.0,bearish_transition,25.0,bearish_proxy,27.14,39.68,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1741,ROOT,ROOT INC CLASS A,NASDAQ+RUSSELL2000,Financials,25.72,15.0,bearish_transition,25.0,bearish_proxy,29.8,40.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1742,SLDP,SOLID POWER INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,25.72,15.0,bearish_transition,25.0,bearish_proxy,29.81,40.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1743,PUMP,PROPETRO HOLDING CORP,RUSSELL2000,Energy,25.72,15.0,bearish_transition,25.0,bearish_proxy,29.79,40.21,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1744,GRNT,GRANITE RIDGE RESOURCES INC,RUSSELL2000,Energy,25.7,15.0,bearish_transition,25.0,bearish_proxy,29.75,40.2,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1745,NB,NIOCORP DEVELOPMENTS LTD,NASDAQ+RUSSELL2000,Materials,25.68,15.0,bearish_transition,25.0,bearish_proxy,29.68,40.19,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1746,RBBN,RIBBON COMMUNICATIONS INC,NASDAQ+RUSSELL2000,Information Technology,25.68,15.0,bearish_transition,25.0,bearish_proxy,29.67,40.18,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1747,EVEX,EVE HOLDING INC,RUSSELL2000,Industrials,25.62,15.0,bearish_transition,25.0,bearish_proxy,29.49,40.15,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1748,PTEN,PATTERSON UTI ENERGY INC,NASDAQ+NASDAQ500+RUSSELL2000,Energy,25.59,15.0,bearish_transition,25.0,bearish_proxy,29.39,40.13,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
1749,EFOR,EVERFORTH INC,RUSSELL2000,Information Technology,25.59,15.0,bearish_transition,20.0,fresh_bearish_cross_proxy,33.18,40.89,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: fresh_bearish_cross_proxy,MACD snapshot proxy; double-cross history unavailable
1750,EVCM,EVERCOMMERCE INC,NASDAQ+RUSSELL2000,Information Technology,25.58,18.0,bearish_transition,26.35,bearish_proxy,25.62,39.37,0.0,2,raw market data; independent of Prism ranking order,EMA: bearish_transition; MACD: bearish_proxy,MACD snapshot proxy; double-cross history unavailable
