early_signal_rank,ticker,name,index,sector,early_signal_score,ema_score,ema_state,macd_score,macd_state,cat_score,prism_score,overheat_penalty,technical_coverage,source_data,signal,risk
1,MQ,MARQETA INC CLASS A,NASDAQ+RUSSELL2000,Financials,84.94,82.0,early_transition,88.8,fresh_above_zero_cross_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
86,JANX,JANUX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.62,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.56,49.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
87,CMRC,BIGCOMMERCE HOLDINGS INC SERIES,NASDAQ+RUSSELL2000,Information Technology,65.58,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.9,48.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
88,MYGN,MYRIAD GENETICS INC,NASDAQ+RUSSELL2000,Health Care,65.57,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.39,49.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
89,QTWO,Q2 HOLDINGS INC,RUSSELL2000,Information Technology,65.56,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.82,48.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
90,SPT,SPROUT SOCIAL INC CLASS A,NASDAQ+RUSSELL2000,Information Technology,65.55,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.81,48.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
91,DMRA,DAMORA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.53,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.27,49.3,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
92,SR,SPIRE INC,RUSSELL2000,Utilities,65.52,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,53.88,46.03,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
93,FIVN,FIVE9 INC,NASDAQ+RUSSELL2000,Information Technology,65.42,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,70.4,48.33,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
94,GCT,GIGACLOUD TECHNOLOGY INC CLASS A,NASDAQ+RUSSELL2000,Consumer Discretionary,65.42,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,54.02,45.05,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
95,WERN,WERNER ENTERPRISES INC,NASDAQ+RUSSELL2000,Industrials,65.28,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,49.53,44.16,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
96,AVIR,ATEA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,65.26,82.0,early_transition,61.8,bullish_above_signal_proxy,60.39,47.33,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
97,LMND,LEMONADE INC,RUSSELL2000,Financials,65.2,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.74,48.2,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
98,CELC,CELCUITY INC,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,65.18,82.0,early_transition,49.8,bullish_below_zero_proxy,69.21,49.09,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
99,NRDS,NERDWALLET INC CLASS A,NASDAQ+RUSSELL2000,Financials,65.15,82.0,early_transition,61.8,bullish_above_signal_proxy,60.5,46.35,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
100,EXPO,EXPONENT INC,NASDAQ+RUSSELL2000,Industrials,65.13,82.0,early_transition,61.8,bullish_above_signal_proxy,60.43,46.34,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
101,SION,SIONNA THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,65.12,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.05,49.06,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
102,OCGN,OCUGEN INC,NASDAQ+RUSSELL2000,Health Care,65.09,82.0,early_transition,61.8,bullish_above_signal_proxy,59.86,47.22,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
103,RVLV,REVOLVE GROUP CLASS A INC,RUSSELL2000,Consumer Discretionary,65.03,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,69.22,48.09,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
104,SFST,SOUTHERN FIRST BANCSHARES INC,NASDAQ+RUSSELL2000,Financials,64.95,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,48.51,43.95,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
105,PHR,PHREESIA INC,RUSSELL2000,Health Care,64.93,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.47,48.94,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
106,STGW,STAGWELL INC CLASS A,NASDAQ+RUSSELL2000,Communication,64.89,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.79,48.01,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
107,TBCH,TURTLE BEACH CORP,NASDAQ+RUSSELL2000,Information Technology,64.89,75.0,confirmed_bullish_trend,90.15,fresh_above_zero_cross_proxy,44.6,43.17,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
108,HE,HAWAIIAN ELECTRIC INDUSTRIES INC,RUSSELL2000,Utilities,64.89,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,51.96,45.64,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
109,PLX,PROTALIX BIOTHERAPEUTICS INC,RUSSELL2000,Health Care,64.81,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.11,48.87,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
110,NESR,NATIONAL ENERGY SERVICES REUNITED,NASDAQ+RUSSELL2000,Energy,64.77,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.42,47.93,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
111,THRM,GENTHERM INC,NASDAQ+RUSSELL2000,Consumer Discretionary,64.76,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,47.96,43.84,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
112,KROS,KEROS THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,64.73,82.0,early_transition,61.8,bullish_above_signal_proxy,58.78,47.01,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
113,NEXN,NEXXEN INTERNATIONAL LTD,NASDAQ+RUSSELL2000,Communication,64.73,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.32,47.91,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
114,ALCO,ALICO INC,NASDAQ+RUSSELL2000,Consumer Staples,64.72,72.0,confirmed_bullish_trend,88.8,fresh_above_zero_cross_proxy,47.37,44.72,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: fresh_above_zero_cross_proxy,MACD snapshot proxy; double-cross history unavailable
115,NCNO,NCINO INC,NASDAQ+RUSSELL2000,Information Technology,64.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,68.13,47.88,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
116,VMD,VIEMED HEALTHCARE INC,NASDAQ+RUSSELL2000,Health Care,64.67,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,67.68,48.79,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
117,STNG,SCORPIO TANKERS INC,RUSSELL2000,Energy,64.64,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,51.66,44.58,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
118,ALKT,ALKAMI TECHNOLOGY INC,NASDAQ+RUSSELL2000,Information Technology,64.59,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,67.89,47.83,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
119,OLMA,OLEMA PHARMACEUTICALS INC,NASDAQ+RUSSELL2000,Health Care,64.46,82.0,early_transition,49.8,bullish_below_zero_proxy,67.03,48.66,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
120,LMAT,LEMAITRE VASCULAR INC,NASDAQ+RUSSELL2000,Health Care,64.35,82.0,early_transition,61.8,bullish_above_signal_proxy,57.6,46.77,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
121,NAVN,NAVAN INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,64.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,67.06,47.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
122,CARS,CARS.COM INC,RUSSELL2000,Communication,64.32,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,67.06,47.66,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
123,WK,WORKIVA INC CLASS A,RUSSELL2000,Information Technology,64.3,82.0,early_transition,61.8,bullish_above_signal_proxy,57.92,45.83,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
124,QDEL,QUIDELORTHO CORP,NASDAQ+RUSSELL2000,Health Care,64.29,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.52,48.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
125,RGNX,REGENXBIO INC,NASDAQ+RUSSELL2000,Health Care,64.24,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,100.0,55.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
126,PRAA,PRA GROUP INC,NASDAQ+RUSSELL2000,Financials,64.23,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.79,47.61,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
127,GT,GOODYEAR TIRE & RUBBER,NASDAQ+NASDAQ500+RUSSELL2000,Consumer Discretionary,64.22,82.0,early_transition,61.8,bullish_above_signal_proxy,57.69,45.79,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
128,CBNA,CHAIN BRIDGE BANCORP INC CLASS A,RUSSELL2000,Financials,64.19,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.69,47.59,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
129,KOD,KODIAK SCIENCES INC,NASDAQ+RUSSELL2000,Health Care,64.17,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.16,48.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
130,MCHB,MECHANICS BANCORP CLASS A,NASDAQ+RUSSELL2000,Financials,64.17,82.0,early_transition,61.8,bullish_above_signal_proxy,57.52,45.75,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
131,LINC,LINCOLN EDUCATIONAL SERVICES CORP,NASDAQ+RUSSELL2000,Consumer Discretionary,64.13,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.49,47.55,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
132,TENX,TENAX THERAPEUTICS INC,NASDAQ+RUSSELL2000,Health Care,64.13,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,99.68,55.19,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
133,EE,EXCELERATE ENERGY INC CLASS A,RUSSELL2000,Energy,64.11,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.45,47.54,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
134,DRUG,BRIGHT MINDS BIOSCIENCES INC,NASDAQ+RUSSELL2000,Health Care,64.09,82.0,early_transition,49.8,bullish_below_zero_proxy,65.92,48.43,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
135,GSHD,GOOSEHEAD INSURANCE INC CLASS A,NASDAQ+RUSSELL2000,Financials,64.09,35.0,mixed_sideways,61.8,bullish_above_signal_proxy,100.0,54.25,0.0,2,raw market data; independent of Prism ranking order,EMA: mixed_sideways; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
136,PESI,PERMA FIX ENVIRONMENTAL SERVICES I,NASDAQ+RUSSELL2000,Industrials,64.07,72.0,confirmed_bullish_trend,59.55,bullish_above_signal_proxy,100.0,54.25,10.55,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,EMA extension 2.1 ATR; MACD setup extended; MACD snapshot proxy; double-cross history unavailable
137,OPRT,OPORTUN FINANCIAL CORP,NASDAQ+RUSSELL2000,Financials,64.06,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.29,47.51,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
138,TTAN,SERVICETITAN INC CLASS A,NASDAQ+NASDAQ500+RUSSELL2000,Information Technology,64.02,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.17,47.48,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
139,TRUP,TRUPANION INC,NASDAQ+RUSSELL2000,Financials,63.97,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,66.02,47.45,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
140,EVTC,EVERTEC INC,RUSSELL2000,Financials,63.94,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.92,47.43,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
141,BSVN,BANK7 CORP,NASDAQ+RUSSELL2000,Financials,63.91,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.82,47.41,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
142,NKTR,NEKTAR THERAPEUTICS,NASDAQ+NASDAQ500+RUSSELL2000,Health Care,63.84,82.0,early_transition,61.8,bullish_above_signal_proxy,56.08,46.47,0.0,2,raw market data; independent of Prism ranking order,EMA: early_transition; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
143,VRTS,VIRTUS INVESTMENT PARTNERS INC,RUSSELL2000,Financials,63.83,72.0,confirmed_bullish_trend,61.8,bullish_above_signal_proxy,65.57,47.36,0.0,2,raw market data; independent of Prism ranking order,EMA: confirmed_bullish_trend; MACD: bullish_above_signal_proxy,MACD snapshot proxy; double-cross history unavailable
144,IVR,INVESCO MORTGAGE CAPITAL REIT INC,RUSSELL2000,Financials,63.81,100.0,fresh_bullish_cross,49.8,bullish_below_zero_proxy,49.16,44.08,0.0,2,raw market data; independent of Prism ranking order,EMA: fresh_bullish_cross; MACD: bullish_below_zero_proxy,MACD snapshot proxy; double-cross history unavailable
